# x  u(x)  d(x)  ubar(x)  dbar(x)
4.7480992818e-01 6.0235042090e-01 1.8230871549e-01 4.1511450333e-03 4.1631071161e-03
4.8949096804e-01 5.4089912555e-01 1.5650502731e-01 3.2021751728e-03 3.2079492049e-03
5.0462594308e-01 4.8263766766e-01 1.3301245089e-01 2.4316981050e-03 2.4343129092e-03
5.2022888890e-01 4.2762008173e-01 1.1180883773e-01 1.8170210867e-03 1.8181756990e-03
5.3631427507e-01 3.7594583244e-01 9.2876057422e-02 1.3332065395e-03 1.3336782176e-03
5.5289701857e-01 3.2770436383e-01 7.6158895892e-02 9.5770467814e-04 9.5787725142e-04
5.6999249759e-01 2.8293588805e-01 6.1572677007e-02 6.7254024845e-04 6.7260129741e-04
5.8761656584e-01 2.4167926393e-01 4.9019051610e-02 4.6086531223e-04 4.6088685243e-04
6.0578556718e-01 2.0396773822e-01 3.8378041670e-02 3.0728458070e-04 3.0729050278e-04
6.2451635087e-01 1.6982175988e-01 2.9501995644e-02 1.9824284241e-04 1.9824340221e-04
6.4382628711e-01 1.3921762292e-01 2.2227231021e-02 1.2317973356e-04 1.2317975008e-04
6.6373328320e-01 1.1211748126e-01 1.6385039008e-02 7.3373738876e-05 7.3373904015e-05
6.8425580013e-01 8.8446643175e-02 1.1792369972e-02 4.1578968566e-05 4.1578955425e-05
7.0541286968e-01 6.8106307307e-02 8.2679857539e-03 2.2210373849e-05 2.2210372014e-05
7.2722411212e-01 5.0959370070e-02 5.6324620954e-03 1.1056791225e-05 1.1056793122e-05
7.4970975436e-01 3.6833000739e-02 3.7160686497e-03 5.0476249739e-06 5.0476248002e-06
7.7289064872e-01 2.5515917048e-02 2.3639033859e-03 2.0646925416e-06 2.0646928420e-06
7.9678829228e-01 1.6759103445e-02 1.4402248182e-03 7.3096414070e-07 7.3096511753e-07
8.2142484679e-01 1.0275092438e-02 8.3111634073e-04 2.1132254710e-07 2.1132260179e-07
8.4682315926e-01 5.7461706265e-03 4.4616294132e-04 4.4518774665e-08 4.4518763142e-08
8.7300678310e-01 2.8231847488e-03 2.1513997484e-04 4.7125700533e-09 4.7125700533e-09
9.0000000000e-01 1.1407294446e-03 8.7322727143e-05 0.0000000000e+00 0.0000000000e+00
